Total Length of Bwd Packets,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
13529,353,483,82,8923,455,307,12732,63307,59700,BENIGN
8134,263,541,123,22772,391,233,8307,65107,60566,BENIGN
8792,266,534,101,6321,533,236,11428,64324,59859,BENIGN
14070,284,431,102,16257,391,232,10443,64483,61926,BENIGN
14039,277,470,84,22008,496,349,13235,61601,60825,BENIGN
42401,1336,1657,405,153397,1754,1189,68288,65347,65198,ATTACK
14000,268,479,136,23319,493,279,9182,60740,62967,BENIGN
14058,358,514,137,17746,400,346,12844,62773,60280,BENIGN
55093,920,1272,460,132185,1999,1209,72030,65035,65157,ATTACK
12514,298,374,110,20699,543,259,11238,64331,64315,BENIGN
12774,217,478,118,20830,406,310,12354,64241,61889,BENIGN
57039,917,1724,437,145477,1380,1011,76365,65098,65072,ATTACK
52628,872,1807,394,232520,1649,838,75045,65070,65111,ATTACK
69689,1136,1812,597,205251,1624,1180,72438,65067,65407,ATTACK
65131,940,1881,457,228033,1254,1133,75284,65500,65014,ATTACK
46140,859,1656,597,186162,1214,936,75823,65292,65453,ATTACK
12484,276,454,102,6462,486,254,7010,60471,63492,BENIGN
12627,389,461,130,8875,355,245,13635,61401,63655,BENIGN
51666,1035,1657,517,224008,1972,894,40685,65189,65448,ATTACK
49709,861,1481,532,259115,1906,909,55786,65458,65094,ATTACK
10152,207,384,142,10638,381,337,9848,63928,60928,BENIGN
12411,259,388,100,14243,502,217,8463,64688,58905,BENIGN
13307,354,523,126,12047,539,258,12560,61501,61684,BENIGN
75788,1205,1776,347,297103,1495,1035,54866,65383,65023,ATTACK
12765,364,505,108,22329,378,341,9010,61497,59723,BENIGN
9633,243,472,87,23349,493,319,9101,64955,60779,BENIGN
8438,384,440,91,17094,401,247,13443,60072,59983,BENIGN
45885,1326,1514,412,113590,1995,1210,58836,65330,65189,ATTACK
13144,260,426,98,20092,364,206,9392,63085,60899,BENIGN
66261,1480,1318,598,255196,1545,1339,68558,65282,65121,ATTACK
67845,937,1625,553,258008,1962,1188,51159,65299,65522,ATTACK
78721,932,1853,568,134036,1315,1117,49744,65151,65124,ATTACK
74433,875,1436,571,194219,1372,885,55858,65387,65309,ATTACK
55904,910,1598,485,261876,1529,1178,64648,65484,65486,ATTACK
14371,276,369,147,8595,368,315,8841,60747,59453,BENIGN
46434,1043,1870,331,258235,1796,1272,75018,65457,65073,ATTACK
48192,811,1612,554,127066,1493,814,74274,65480,65208,ATTACK
11919,257,418,107,7183,444,268,8808,60951,61201,BENIGN
14846,247,534,143,21822,545,343,9673,61688,61143,BENIGN
10987,296,508,120,18076,370,256,7144,63792,62124,BENIGN
14224,320,411,92,19019,544,217,10585,65489,61065,BENIGN
41017,1178,1436,503,154201,1585,880,53260,65142,65096,ATTACK
66954,1488,1797,515,175292,1592,1047,45859,65345,65198,ATTACK
9815,333,371,85,10665,356,214,8975,64153,61446,BENIGN
71570,987,1988,401,230429,1592,984,76260,65427,65280,ATTACK
14377,283,352,144,15425,421,232,13266,61544,63987,BENIGN
8951,292,418,93,11569,506,207,9250,61541,59056,BENIGN
69513,1332,1273,342,209351,1240,951,74274,65520,65154,ATTACK
66559,1478,1904,569,166699,1673,1391,59596,65083,65204,ATTACK
64466,1490,1881,449,187433,1885,919,40166,65382,65514,ATTACK
11665,389,350,129,7536,459,329,9574,63434,63509,BENIGN
10039,346,361,136,22906,416,328,12685,64991,60272,BENIGN
9417,313,359,82,15463,400,284,10166,61264,63442,BENIGN
12877,355,418,104,17937,483,276,9293,64713,58012,BENIGN
60652,1465,1907,531,173477,1747,1204,70957,65333,65403,ATTACK
10477,379,443,81,18002,431,299,10937,60894,62451,BENIGN
60523,889,1358,466,250836,1503,1227,63608,65525,65171,ATTACK
43209,1056,1819,428,260907,1402,841,54583,65290,65431,ATTACK
11604,235,524,87,9095,429,335,13256,63509,59939,BENIGN
59903,1245,1886,575,127480,1288,1357,40668,65068,65197,ATTACK
51743,814,1212,339,281211,1387,1330,44372,65420,65176,ATTACK
13959,209,515,88,14768,515,285,7912,62271,61407,BENIGN
61263,1243,1467,594,280783,1724,1187,41699,65211,65336,ATTACK
78585,1004,1663,575,154002,1254,1309,52850,65351,65474,ATTACK
12718,255,429,148,24770,511,342,11489,60404,58877,BENIGN
47276,1280,1894,315,198725,1265,977,52892,65035,65292,ATTACK
14948,211,367,149,16161,469,219,11747,64766,64709,BENIGN
12190,399,476,88,7119,448,234,13308,64924,62995,BENIGN
65297,1315,1679,593,241261,1992,1365,58602,65338,65186,ATTACK
14743,389,401,142,20681,351,278,10476,64882,58048,BENIGN
9818,225,427,121,23788,442,314,10400,64930,63973,BENIGN
58940,1323,1750,444,167323,1671,1231,48757,65043,65448,ATTACK
10820,203,512,117,17109,531,260,8936,62503,62668,BENIGN
69806,1362,1502,320,166605,1825,998,68883,65013,65188,ATTACK
11993,274,393,115,11903,451,298,9984,60545,58277,BENIGN
73364,1060,1224,540,190795,1415,875,54056,65003,65164,ATTACK
11603,207,402,147,17845,532,219,8280,60571,63593,BENIGN
13558,285,418,106,13379,451,307,9810,65129,64068,BENIGN
40215,1345,1233,341,132403,1956,1380,57197,65452,65511,ATTACK
66513,1493,1610,414,135511,1726,1184,54885,65101,65221,ATTACK
62442,1101,1402,583,182830,1412,1306,72738,65420,65159,ATTACK
60857,1011,1300,390,114767,1672,802,65563,65055,65457,ATTACK
8082,273,409,91,13915,387,328,11720,60780,58090,BENIGN
52553,1100,1416,398,242568,1884,809,48975,65493,65443,ATTACK
60094,1431,1681,361,205431,1280,900,69511,65194,65470,ATTACK
75073,1499,1568,403,179441,1456,1342,57487,65492,65274,ATTACK
14544,339,451,90,16356,454,229,12423,63924,63080,BENIGN
11540,245,432,129,9198,359,348,13174,60446,59536,BENIGN
12392,320,369,135,6364,411,212,13384,60343,61843,BENIGN
14855,388,355,82,7108,461,225,8209,63780,62989,BENIGN
13099,269,411,92,22080,350,220,13795,62118,60375,BENIGN
14545,248,454,114,14995,543,241,12090,62353,59817,BENIGN
45494,868,1506,313,176593,1751,1063,43324,65093,65072,ATTACK
13060,387,501,84,23044,356,323,12322,62707,63293,BENIGN
65575,1148,1587,352,259894,1715,1389,44637,65266,65165,ATTACK
12488,252,545,133,16215,486,282,13386,63873,59141,BENIGN
9967,243,387,136,20916,401,299,10153,60574,59521,BENIGN
11624,346,382,103,14934,409,316,9555,60795,60589,BENIGN
10867,370,395,136,10282,530,301,11499,61464,63148,BENIGN
65879,894,1509,336,287115,1368,912,46443,65506,65058,ATTACK
9966,277,497,124,23362,409,224,7076,63222,59719,BENIGN
10067,322,370,116,17041,413,329,9291,63565,62366,BENIGN
8003,219,512,96,18333,535,275,9609,64987,61087,BENIGN
13277,294,398,109,23219,474,241,9484,61274,64125,BENIGN
66703,850,1315,309,145230,1970,887,49530,65160,65079,ATTACK
59913,1244,1736,443,114772,1823,805,44514,65225,65292,ATTACK
11391,225,420,98,22777,427,319,7800,64267,63333,BENIGN
11272,248,539,123,19507,436,243,13593,64969,64159,BENIGN
8399,304,361,103,14363,548,205,12586,65351,60687,BENIGN
9518,276,474,135,17543,451,212,9602,65291,63844,BENIGN
71143,821,1882,511,275919,1844,917,49706,65029,65416,ATTACK
59799,814,1883,506,243663,1562,1298,72855,65086,65128,ATTACK
64627,999,1942,302,126443,1370,1240,40267,65498,65106,ATTACK
8252,385,409,145,9938,465,205,11743,62866,58463,BENIGN
60881,1485,1833,501,124348,1310,1258,67581,65248,65040,ATTACK
9779,362,428,131,12248,398,218,11043,64993,60371,BENIGN
13476,328,480,148,7078,379,224,8790,65061,62831,BENIGN
9841,284,354,81,11796,459,249,9228,65347,62408,BENIGN
79234,1316,1657,357,228010,1958,1159,65020,65016,65085,ATTACK
12289,345,479,138,12219,423,285,11998,65148,60013,BENIGN
74790,926,1990,431,212684,1307,1237,67507,65263,65294,ATTACK
74944,1446,1376,332,124316,1966,1298,54752,65493,65206,ATTACK
42782,1445,1889,388,234253,1995,876,76608,65398,65425,ATTACK
73982,1241,1917,302,165313,1402,871,79017,65445,65223,ATTACK
49835,1007,1884,452,192509,1321,825,73282,65442,65399,ATTACK
11691,359,463,120,6539,444,269,12361,63151,64969,BENIGN
48686,917,1241,483,298393,1286,1061,61334,65520,65142,ATTACK
9707,255,530,149,9339,537,261,8994,62317,64724,BENIGN
11606,219,478,127,9990,526,328,13241,61241,64723,BENIGN
12254,396,386,114,15519,450,261,11581,60339,60563,BENIGN
66462,1457,1681,557,259374,1691,1027,49372,65296,65393,ATTACK
53045,1026,1799,386,272226,1461,1350,54711,65450,65056,ATTACK
73953,1457,1943,424,292231,1993,928,71451,65232,65227,ATTACK
13009,366,389,133,15236,372,206,10742,64040,62354,BENIGN
13853,205,548,129,6088,499,286,13637,63890,60611,BENIGN
14019,215,490,144,17631,548,207,7988,64590,63571,BENIGN
9032,384,353,92,14504,419,240,12090,62309,64570,BENIGN
47391,1476,1891,367,125691,1478,1378,50448,65398,65451,ATTACK
10390,375,524,110,21967,396,339,12172,63259,64987,BENIGN
58756,1271,1835,402,128144,1575,1126,77732,65366,65465,ATTACK
78384,803,1672,450,194782,1894,1039,42981,65389,65297,ATTACK
75957,1386,1314,418,257983,1584,1204,40217,65378,65534,ATTACK
71765,1293,1368,576,132754,1434,1146,79391,65092,65119,ATTACK
54155,1141,1469,588,279427,1914,837,67119,65172,65123,ATTACK
74809,1432,1219,599,299591,1470,1196,74889,65069,65146,ATTACK
44807,961,1318,302,205756,1924,1034,56709,65303,65175,ATTACK
77299,1013,1420,371,245888,1538,1359,46670,65020,65077,ATTACK
59633,988,1962,329,279650,1955,1200,73988,65298,65228,ATTACK
8518,205,397,128,12005,489,293,10665,65506,62617,BENIGN
70297,1440,1670,537,254682,1912,1136,59609,65046,65226,ATTACK
8975,381,425,87,6115,393,236,9169,61755,58012,BENIGN
41364,1344,1367,386,283110,1686,1113,47672,65067,65153,ATTACK
61160,1042,1449,498,234137,1857,1291,74435,65177,65513,ATTACK
14852,213,503,142,22966,395,318,9388,62958,64098,BENIGN
63958,1271,1476,392,168216,1690,980,78120,65093,65062,ATTACK
52458,1052,1611,479,131741,1859,1015,72880,65029,65350,ATTACK
14083,272,441,147,20596,508,326,7965,61951,62630,BENIGN
14379,202,450,114,18338,533,268,13866,63527,61956,BENIGN
9820,385,365,149,23458,548,232,9308,64890,62292,BENIGN
8321,348,381,93,24634,459,326,10896,60257,61232,BENIGN
11023,387,377,83,15180,415,264,10216,64989,63643,BENIGN
78622,1383,1789,401,212963,1677,1354,49997,65046,65160,ATTACK
56695,1375,1243,461,126432,1747,825,63182,65285,65375,ATTACK
68089,1020,1309,387,188978,1921,886,58923,65506,65394,ATTACK
13123,312,440,117,12191,367,333,8407,65258,61948,BENIGN
11957,252,450,127,23365,472,307,7627,63671,61366,BENIGN
71188,1118,1822,318,127085,1492,954,75462,65488,65078,ATTACK
52713,1195,1877,350,115324,1283,1053,66607,65393,65289,ATTACK
10233,343,420,99,11071,408,319,13032,64788,61082,BENIGN
8898,317,378,113,21672,370,297,7236,61646,60677,BENIGN
8424,241,414,143,19821,417,324,7918,61668,64834,BENIGN
10907,321,374,131,19084,383,283,9424,63686,60826,BENIGN
48619,853,1665,502,128358,1338,1311,48125,65527,65050,ATTACK
67647,1103,1966,411,127577,1216,1289,75975,65400,65090,ATTACK
10795,272,373,126,9605,356,328,10651,61147,61110,BENIGN
10855,279,370,108,13665,453,203,11022,61280,58043,BENIGN
10362,258,507,121,12830,418,345,12393,63208,61096,BENIGN
79924,944,1734,341,136161,1839,1200,66778,65186,65044,ATTACK
40553,1033,1394,519,202144,1232,901,73130,65053,65068,ATTACK
72359,941,1814,540,129354,1285,817,68604,65076,65115,ATTACK
75159,1090,1884,375,151257,1501,1390,65118,65353,65139,ATTACK
8101,306,426,83,22198,407,218,13694,60430,59742,BENIGN
68379,1451,1392,360,246311,1882,888,41811,65038,65141,ATTACK
72948,801,1991,431,232049,1342,943,77543,65434,65186,ATTACK
68679,1371,1777,582,286324,1959,1024,77548,65183,65370,ATTACK
78658,1441,1279,561,134829,1937,1068,53566,65164,65297,ATTACK
58798,1253,1258,393,227717,1452,819,58563,65190,65083,ATTACK
11484,328,489,80,8903,473,310,12918,63410,61532,BENIGN
76063,1252,1854,332,203710,1736,1094,63506,65116,65349,ATTACK
13709,243,500,129,16382,380,276,10627,63744,59356,BENIGN
68147,1038,1622,446,272667,1661,903,63641,65478,65449,ATTACK
71412,1162,1940,433,280899,1691,1378,70182,65431,65069,ATTACK
69915,1340,1691,572,278605,1250,820,45839,65473,65213,ATTACK
13914,392,387,124,9399,486,340,12033,65460,59086,BENIGN
10469,220,470,88,12989,443,334,7463,63529,63901,BENIGN
12011,284,520,100,6414,433,272,9121,64108,64926,BENIGN
77044,1039,1688,336,162623,1840,816,61624,65092,65019,ATTACK
68742,878,1321,579,170293,1662,1343,56173,65280,65515,ATTACK
51829,1222,1913,416,140121,1861,1011,48859,65085,65341,ATTACK
53531,994,1317,326,156624,1675,1017,78495,65341,65147,ATTACK
73877,1185,1514,325,215757,1709,1322,55954,65121,65526,ATTACK
74121,1291,1343,563,261083,1688,1016,48360,65339,65114,ATTACK
9522,386,529,87,21583,474,222,13422,64480,64719,BENIGN
8372,338,492,98,10895,447,339,10442,60694,61298,BENIGN
11638,259,529,133,6717,402,250,12416,61499,60321,BENIGN
48481,1442,1474,510,293934,1393,914,54437,65046,65400,ATTACK
13496,250,525,92,24591,503,239,7960,65300,64707,BENIGN
56656,1207,1675,541,126084,1887,1112,48786,65210,65136,ATTACK
9990,265,350,127,23302,474,325,11001,63495,63171,BENIGN
63263,954,1263,400,245064,1654,1058,67789,65289,65376,ATTACK
42802,1168,1789,411,188930,1613,1131,56253,65464,65337,ATTACK
14287,271,417,80,7514,366,213,9200,63743,63890,BENIGN
11362,309,363,93,19350,395,290,8253,62603,60343,BENIGN
14663,354,391,80,21652,422,236,13810,61575,63779,BENIGN
40822,1240,1813,404,192474,1502,1386,54232,65195,65338,ATTACK
67165,991,1822,346,175661,1578,833,44748,65182,65112,ATTACK
57326,1400,1874,578,229391,1869,992,42273,65053,65388,ATTACK
48203,1384,1651,496,103764,1997,923,76585,65006,65471,ATTACK
12397,376,412,104,10496,402,309,8155,63722,59029,BENIGN
10334,269,380,105,10741,536,284,10524,61294,61083,BENIGN
49975,921,1570,313,211800,1270,1334,54394,65001,65340,ATTACK
63105,1288,1433,534,247004,1869,975,55633,65035,65433,ATTACK
8247,381,356,138,15471,494,309,9115,63833,63476,BENIGN
73865,841,1920,414,243444,1729,1250,58013,65499,65520,ATTACK
13177,313,479,100,7203,479,225,13596,61291,63068,BENIGN
49709,1368,1800,415,236606,1633,1334,52966,65203,65085,ATTACK
12966,313,435,143,15128,493,288,8129,62403,60381,BENIGN
12556,219,471,149,6574,487,292,9577,64162,62918,BENIGN
69361,938,1738,402,166995,1337,1074,52579,65150,65207,ATTACK
60962,1126,1813,330,277666,1204,1006,64483,65155,65372,ATTACK
11281,232,533,100,6341,414,260,9745,62486,62693,BENIGN
63093,842,1506,384,145566,1204,1179,63387,65406,65354,ATTACK
11516,348,446,108,11564,524,346,8181,64976,64029,BENIGN
9926,314,491,92,22304,433,310,11452,60722,63508,BENIGN
60193,856,1631,504,193205,1747,932,53401,65004,65405,ATTACK
10969,326,470,132,8260,476,320,8544,63382,58567,BENIGN
8004,214,362,86,22387,475,211,10297,62081,59153,BENIGN
14131,382,404,122,8502,524,256,10370,62722,59239,BENIGN
11723,302,390,127,10787,407,308,8397,63985,60000,BENIGN
52821,1148,1373,563,202564,1490,897,73914,65184,65274,ATTACK
65593,1437,1407,452,167549,1947,1101,42882,65524,65095,ATTACK
75453,1270,1733,565,131811,1861,925,60266,65184,65398,ATTACK
71884,1320,1935,539,204835,1276,1338,75160,65373,65420,ATTACK
10092,365,436,111,10800,438,325,10067,63012,59897,BENIGN
47634,1246,1682,409,193698,1641,952,67386,65464,65331,ATTACK
13748,399,434,148,17199,540,215,9246,65354,61598,BENIGN
14655,353,375,89,7957,535,254,9240,62338,58754,BENIGN
56789,1496,1745,437,226210,1209,908,72721,65169,65380,ATTACK
11668,389,377,120,9742,427,217,13361,63049,60895,BENIGN
41332,843,1398,457,260467,1463,982,46798,65274,65231,ATTACK
13868,232,402,147,19565,458,349,7329,60994,59618,BENIGN
12376,370,466,143,20297,478,339,7317,60722,59812,BENIGN
56703,1048,1954,463,180223,1912,820,70100,65072,65324,ATTACK
13899,385,409,102,15443,374,337,8259,61803,61637,BENIGN
42985,1299,1508,356,278695,1912,899,73525,65490,65397,ATTACK
11450,381,436,148,6612,386,317,11602,64762,62718,BENIGN
41197,1434,1293,388,120432,1832,1322,62556,65354,65147,ATTACK
60514,1203,1863,494,110280,1873,979,54014,65530,65044,ATTACK
11117,225,411,131,7886,529,218,7592,63865,63265,BENIGN
13200,284,391,125,22711,444,287,7446,62746,59571,BENIGN
72154,852,1912,356,164599,1946,824,54052,65043,65024,ATTACK
12954,270,415,103,14415,460,338,8981,61699,60087,BENIGN
8123,342,501,115,12299,475,322,9660,63474,63389,BENIGN
8292,209,362,146,8903,409,246,10874,65487,61594,BENIGN
75159,1135,1746,332,239547,1728,930,46297,65302,65220,ATTACK
72710,1215,1599,338,141402,1261,1188,70242,65136,65113,ATTACK
56306,1308,1522,445,246915,1377,1213,66709,65147,65039,ATTACK
13662,214,462,112,15696,481,253,13133,63897,61239,BENIGN
9538,283,391,97,24632,473,287,12224,64298,60362,BENIGN
73531,817,1771,553,200463,1559,1139,49401,65251,65246,ATTACK
11489,315,379,95,10614,523,212,10617,63131,59676,BENIGN
48310,1328,1975,429,216641,1578,1082,44150,65295,65120,ATTACK
65907,924,1457,386,219081,1436,1047,45204,65025,65458,ATTACK
14218,207,422,118,21210,421,225,7491,64247,59422,BENIGN
13232,365,420,120,17381,468,319,13960,63996,64381,BENIGN
49414,1418,1683,479,244240,1858,942,56303,65238,65489,ATTACK
54155,887,1571,430,272699,1700,1399,45169,65239,65503,ATTACK
12842,297,373,131,15953,356,263,9887,62986,64369,BENIGN
11619,306,358,148,10936,541,219,13996,65156,59809,BENIGN
69728,1384,1900,388,237196,1319,816,50501,65431,65449,ATTACK
13543,370,465,91,7465,494,206,9368,63041,64390,BENIGN
49743,1238,1355,474,260354,1485,1145,42440,65199,65083,ATTACK
8246,371,362,132,9580,397,309,8598,61522,64950,BENIGN
60368,956,1502,477,210360,1679,1340,76193,65074,65087,ATTACK
54093,1072,1983,538,123246,1749,1329,40529,65031,65393,ATTACK
57011,1248,1311,576,127762,1995,1295,68915,65532,65268,ATTACK
54036,1040,1228,488,299287,1763,1342,65466,65352,65073,ATTACK
56049,1270,1431,444,268913,1439,1363,79132,65033,65446,ATTACK
47018,933,1274,328,242168,1594,961,78322,65419,65388,ATTACK
10627,272,400,117,8502,389,248,13556,61571,58452,BENIGN
13198,244,431,127,11554,392,257,11150,63407,62411,BENIGN
8210,210,544,120,12372,518,225,11375,61200,58910,BENIGN
74544,1428,1665,395,142168,1755,1210,70569,65491,65269,ATTACK
78804,1223,1367,452,238729,1494,1069,42768,65430,65041,ATTACK
9192,215,469,141,16020,410,214,7830,62289,64905,BENIGN
67394,1359,1409,321,153147,1352,979,43511,65079,65382,ATTACK
76851,1175,1772,406,248036,1229,911,67890,65167,65355,ATTACK
42869,1259,1979,354,237882,1858,1365,64099,65485,65473,ATTACK
56761,1264,1213,359,145058,1454,1382,64125,65529,65153,ATTACK
42174,1021,1891,547,181600,1228,1143,50765,65410,65127,ATTACK
10560,225,452,103,23608,383,226,11183,61971,64659,BENIGN
11943,214,447,129,21649,423,245,7005,64494,60665,BENIGN
71704,1097,1791,370,119770,1906,1013,47260,65436,65472,ATTACK
49252,1375,1963,341,297847,1676,1327,54328,65451,65330,ATTACK
67003,1237,1411,486,112112,1793,1049,75417,65198,65147,ATTACK
8783,277,382,112,22956,511,310,13170,60363,58307,BENIGN
40919,995,1799,458,211726,1795,996,43745,65295,65036,ATTACK
8080,333,403,134,9392,486,249,10462,63592,60825,BENIGN
11963,340,538,89,11111,356,212,9790,62954,58516,BENIGN
14004,272,420,132,24292,545,273,9632,62082,60371,BENIGN
14130,206,512,92,12065,490,231,7553,63347,58034,BENIGN
14856,277,352,106,14389,476,203,8427,64875,58855,BENIGN
78942,877,1625,538,193962,1938,1202,59486,65180,65172,ATTACK
13891,360,388,125,20019,410,215,13062,61236,60416,BENIGN
13825,281,468,139,17222,492,259,11808,63144,61321,BENIGN
12127,280,517,129,13422,478,239,9519,61842,64263,BENIGN
67303,932,1864,518,109592,1881,1064,46458,65443,65500,ATTACK
9571,284,527,114,7572,437,324,11956,61522,62710,BENIGN
41702,1327,1319,499,248348,1540,942,44841,65351,65516,ATTACK
69609,1010,1574,467,203818,1239,1245,53982,65160,65395,ATTACK
44145,1005,1845,424,252351,1400,921,55688,65242,65211,ATTACK
67881,1482,1313,404,133597,1327,957,56515,65170,65072,ATTACK
77844,810,1402,488,261489,1932,988,53419,65058,65056,ATTACK
76595,1491,1409,371,193227,1341,816,50616,65161,65336,ATTACK
49294,1255,1864,453,297084,1666,826,44443,65022,65373,ATTACK
49265,816,1538,368,126822,1502,1137,41286,65518,65119,ATTACK
13004,276,492,125,23684,367,256,9981,62992,63791,BENIGN
11533,234,353,128,21628,370,257,10585,63483,62359,BENIGN
75617,1167,1809,579,128488,1204,976,45919,65080,65270,ATTACK
52431,814,1645,595,127365,1687,803,63170,65214,65315,ATTACK
56768,1024,1329,384,263430,1700,1262,40255,65405,65201,ATTACK
13658,245,535,118,9566,496,313,11626,61890,59207,BENIGN
41442,1050,1598,371,289097,1582,900,59577,65200,65443,ATTACK
11483,363,395,144,17445,424,300,12286,64214,64663,BENIGN
76658,827,1460,441,203825,1377,1161,77603,65039,65394,ATTACK
58660,1167,1848,308,192565,1912,1076,74730,65412,65084,ATTACK
44674,1252,1976,444,155345,1694,932,75352,65074,65485,ATTACK
10885,262,515,133,21192,464,336,8091,61674,58169,BENIGN
66065,953,1990,463,252852,1493,1275,44866,65268,65278,ATTACK
52253,1097,1847,493,222156,1655,1077,71235,65384,65313,ATTACK
63428,1441,1394,492,193556,1402,1285,59727,65208,65022,ATTACK
13227,322,402,149,16806,476,254,7142,63971,63635,BENIGN
14970,274,516,136,13159,362,237,8986,63679,61772,BENIGN
43464,883,1463,444,271811,1595,983,44239,65525,65025,ATTACK
